# index, name, _pos
11865,NW 23,"array([-12.45907789,  25.47383373])"
11866,CM5 14,"array([-12.91807907,  33.03220862])"
11867,XCAL 45,"array([-17.30537818,  28.76865382])"
11868,XCAL 49,"array([-16.89276574,  28.76828658])"
11869,M/CP 67/4,"array([-8.82948961, 21.34815932])"
11870,X 62,"array([-14.23244259,  23.99832061])"
11871,INV 12,"array([-9.27351938, 31.38687238])"
11872,INV 11,"array([-9.50085142, 31.17395699])"
11873,DARING MYSTERY COMIC,"array([-7.78156505, 33.17560279])"
11874,DARING MYSTERY COMIC,"array([-8.07251719, 32.72037235])"
11875,M/PRM 29,"array([-8.60451254, 34.04378537])"
11876,INV 6,"array([-9.26506467, 32.01305907])"
11877,M/PRM 30,"array([-9.29137162, 32.09270464])"
11878,M/TIO@ 1,"array([-11.39716191,  31.2091053 ])"
11879,M/TIO 79,"array([-11.45761656,  31.69205204])"
11880,INV 35,"array([-9.17119704, 31.51506914])"
11881,INV 36,"array([-9.27015594, 32.57774455])"
11882,INV 37,"array([-9.26749322, 32.46771607])"
11883,INV 38,"array([-9.3977362 , 32.40527841])"
11884,Q 8,"array([-14.84486035,  28.64836321])"
11885,M/SH3 3/4,"array([-17.32867091,  32.4739868 ])"
11886,CA 217,"array([-10.55891137,  27.80763961])"
11887,CA 218,"array([-10.163278  ,  28.29935506])"
11888,CA 231,"array([-10.27662708,  28.0026234 ])"
11889,CA 318,"array([-10.37240332,  29.11205314])"
11890,SOLOA 11,"array([-7.64134437, 28.90855052])"
11891,ASPOT 22,"array([-8.77116921, 28.19607043])"
11892,ASPOT 23,"array([-8.29449316, 27.53792238])"
11893,ASPOT 24,"array([-8.93012418, 26.84116602])"
11894,ASPOT 25,"array([-9.07406862, 26.96713641])"
11895,XCALSE,"array([-17.05042068,  28.75344683])"
11896,XCAL 42,"array([-16.88648135,  28.47499561])"
11897,XCAL 43,"array([-17.04612154,  28.63189562])"
11898,XCAL 44,"array([-17.18158263,  28.59256303])"
11899,XCAL 46,"array([-17.27757151,  28.66326287])"
11900,XCAL 47,"array([-16.62147327,  28.60397391])"
11901,FF3 6,"array([-14.22041835,  28.16406172])"
11902,FF3 7,"array([-14.57300872,  28.56340581])"
11903,FF3 8,"array([-14.93822728,  29.15380369])"
11904,AWC 87,"array([-10.90687294,  29.62585122])"
11905,AWC 88,"array([-11.00897444,  29.73948254])"
11906,CM 20,"array([-11.70265211,  33.03387142])"
11907,CM 22,"array([-12.10685364,  33.60189778])"
11908,CM5 21,"array([-12.8546694 ,  32.88514345])"
11909,FF3 18,"array([-16.48966546,  30.304763  ])"
11910,XU 8,"array([-15.65023493,  22.4580686 ])"
11911,XU 15,"array([-16.05013803,  21.775829  ])"
11912,MAV2 1,"array([-16.7774262 ,  22.15412851])"
11913,MAV2 3,"array([-16.6792029 ,  24.42298506])"
11914,MAV2 4,"array([-15.88903144,  22.48231291])"
11915,MAV2 8,"array([-16.6320181 ,  22.16309322])"
11916,MAV2 9/2,"array([-15.89247793,  21.73285528])"
11917,MAV2 10/2,"array([-15.81205424,  21.54486426])"
11918,MAV2 11/2,"array([-15.97420899,  21.59991988])"
11919,MAV2 12,"array([-16.42891541,  22.54821066])"
11920,CA3 6,"array([-10.29393756,  30.11296581])"
11921,CA3 11,"array([-7.67153058, 28.1626532 ])"
11922,CA3 13,"array([-7.22010622, 28.88201913])"
11923,TB 32,"array([-7.63277848, 29.50623152])"
11924,HAWK 3,"array([-9.25108657, 27.86526079])"
11925,HAWK 4,"array([-9.10364275, 27.7763721 ])"
11926,CA 317,"array([-8.8478078 , 27.59163404])"
11927,NW@ 2,"array([-11.32589426,  26.37203193])"
11928,XU 7,"array([-17.41845693,  24.69309088])"
11929,UX 229,"array([-15.76991228,  25.72556683])"
11930,UX 248,"array([-15.76132957,  25.24021668])"
11931,UX 251,"array([-15.71593881,  25.12798402])"
11932,UX 252,"array([-15.6590172 ,  24.41757913])"
11933,PUN2 33,"array([-12.90726204,  23.6370314 ])"
11934,PUN2 34,"array([-12.94506162,  23.53659577])"
11935,UX 269,"array([-15.70367429,  25.67839054])"
11936,W2 35,"array([-15.58927073,  25.27690066])"
11937,W2 36,"array([-16.23037404,  25.63392397])"
11938,S-W3 3,"array([-8.87302459, 24.48916576])"
11939,S-W3 4,"array([-9.29301803, 24.31541747])"
11940,S-W3 18,"array([-7.960928  , 22.31874383])"
11941,SLEEP 4,"array([-14.26561617,  20.94964552])"
11942,XFOR -1,"array([-14.54601327,  28.07126259])"
11943,XF 16,"array([-15.99637588,  27.29367528])"
11944,XTERM 2,"array([-16.93674183,  26.31891937])"
11945,XTERM 3,"array([-16.88838586,  26.39004433])"
11946,XTERM 4,"array([-16.75902714,  26.54510193])"
11947,NM 72,"array([-16.66396561,  26.57797945])"
11948,C&D3 4,"array([-15.03128092,  25.08498382])"
11949,NM 77,"array([-14.05356399,  27.88440494])"
11950,NM 79,"array([-16.34751554,  28.19884769])"
11951,NM 83,"array([-15.17411292,  28.28953047])"
11952,NM@ 5,"array([-14.65878809,  27.88534458])"
11953,NM@ 5/2,"array([-18.58089435,  25.86768948])"
11954,NM 92,"array([-17.41027002,  26.33928962])"
11955,NM 90,"array([-17.11875513,  25.99971953])"
11956,NM 91,"array([-16.67441171,  25.99423054])"
11957,NMSS 1,"array([-17.78225166,  26.83561501])"
11958,W:RT,"array([-16.76518029,  26.04597054])"
11959,NM 93,"array([-16.53470906,  26.35980828])"
11960,NM 94,"array([-16.85370729,  26.98334937])"
11961,UX 271,"array([-16.4390848 ,  26.11508744])"
11962,NM 98,"array([-16.57077679,  25.32771938])"
11963,NM 99,"array([-17.14998215,  25.82051172])"
11964,NM 100,"array([-17.43255796,  26.48556413])"
11965,NM@ 7,"array([-14.66145172,  25.84316685])"
11966,NW@ 1,"array([-14.49082763,  25.93999705])"
11967,UX@ 15,"array([-14.7039898 ,  26.16938636])"
11968,XFOR 8,"array([-17.16769731,  26.36572387])"
11969,XFOR@ 1/3,"array([-17.03620969,  25.67521818])"
11970,XFOR 11,"array([-16.31705546,  25.70385025])"
11971,XFOR 12,"array([-16.59838487,  26.02899251])"
11972,XFOR 13,"array([-16.56892949,  25.84962917])"
11973,XFOR 14,"array([-16.72070296,  25.77154733])"
11974,XFOR 15,"array([-16.68461835,  25.53389642])"
11975,XFOR 35,"array([-17.64712614,  25.92241208])"
11976,XFOR 36,"array([-17.53167374,  25.68218269])"
11977,XF 106,"array([-16.64030468,  27.21694434])"
11978,XFOR 38,"array([-16.51489256,  27.04128547])"
11979,XCAL 82,"array([-16.80965438,  26.88875862])"
11980,XFOR 39,"array([-17.06635167,  26.15192447])"
11981,XFOR 41,"array([-17.34219542,  26.27146529])"
11982,XFOR 46,"array([-16.51523448,  25.55572402])"
11983,XFOR 47,"array([-16.4794064 ,  25.30673944])"
11984,XF&C '95,"array([-16.24713842,  27.42594631])"
11985,XFOR 57,"array([-17.61972964,  26.14468079])"
11986,XFOR 62,"array([-17.20785516,  25.05683408])"
11987,XFOR 70,"array([-17.31444776,  26.04761739])"
11988,XFOR 75,"array([-17.16747283,  26.27616126])"
11989,XFOR 77,"array([-18.28666121,  25.7608493 ])"
11990,XFOR 78,"array([-17.76771513,  25.70856082])"
11991,XFOR 79,"array([-17.72745692,  26.01194983])"
11992,XFOR 80,"array([-15.46211068,  25.44047585])"
11993,XFOR 81,"array([-18.13376904,  27.25442441])"
11994,IF 13,"array([-10.77302599,  25.50854244])"
11995,PPTSS 73,"array([-9.90550735, 25.30018659])"
11996,H2 294,"array([-9.12579074, 29.55263965])"
11997,H2 295,"array([-8.63018579, 29.35594791])"
11998,PPTSS 144,"array([-9.9157294 , 24.95184522])"
11999,PPTSS 145,"array([-10.34788148,  24.76742125])"
12000,ASPOT 27,"array([-8.90009557, 28.96045421])"
12001,ASM 345,"array([-9.9040781 , 24.78792336])"
12002,ASMU 7/3,"array([-9.44558838, 24.99019332])"
12003,SM:L 1,"array([-10.11449222,  25.50142678])"
12004,SM:L 2,"array([-10.52426161,  26.70884661])"
12005,SM:L 3,"array([-10.20780878,  25.57503606])"
12006,CA 372,"array([-9.9424287 , 26.51495255])"
12007,CA 379/2,"array([-8.67940097, 27.06738421])"
12008,WOSM 117,"array([-10.12995934,  22.53114779])"
12009,S-M 51,"array([-10.33972444,  22.27836992])"
12010,PPTSS 217,"array([-10.14503827,  22.32452468])"
12011,S-M 57,"array([-10.70500498,  22.50967553])"
12012,S-M 59,"array([-10.62901479,  21.77130256])"
12013,ASM 416,"array([-10.58960263,  22.34917332])"
12014,ASM 417,"array([-10.35904923,  22.47791778])"
12015,WOSM 75,"array([-12.51305869,  27.29495677])"
12016,WOSM 74,"array([-12.95396868,  24.98493403])"
12017,WOSM 76,"array([-12.33753893,  26.77879269])"
12018,SS3 120,"array([-11.61477622,  36.24332011])"
12019,DD 372,"array([-7.34307638, 24.0370695 ])"
12020,DD 373,"array([-7.53555927, 24.43034876])"
12021,DD 374,"array([-7.61857669, 24.41550611])"
12022,TM:WY 1,"array([-9.80947971, 34.17505892])"
12023,R 1,"array([-16.39389166,  24.23518428])"
12024,R 2,"array([-16.6951165 ,  24.15158595])"
12025,R 3,"array([-16.60815815,  24.05743166])"
12026,R 4,"array([-16.62826499,  24.21280498])"
12027,GAM3 13,"array([-17.59424469,  24.26368391])"
12028,GAM3 21,"array([-16.93491682,  23.72124842])"
12029,GAM3 23,"array([-17.01164122,  25.03054053])"
12030,ROM 28,"array([-15.86016881,  31.64186868])"
12031,IM@ 12,"array([-13.05244078,  32.54930495])"
12032,SS3 124,"array([-13.09996465,  28.32107164])"
12033,FF3 14,"array([-14.41114867,  28.76688898])"
12034,FF3 21,"array([-13.65139218,  30.15155795])"
12035,FF3 23,"array([-12.49101011,  27.96459842])"
12036,FF3 24,"array([-12.98708322,  28.50526219])"
12037,ASM@ 22/3,"array([-10.70910222,  30.5068191 ])"
12038,UX@ 12/3,"array([-10.76341942,  30.47325135])"
12039,WOSM@ 4/3,"array([-10.670783 ,  30.7525458])"
12040,GSA 1,"array([-11.03117789,  31.0357857 ])"
12041,A 245,"array([-11.60908264,  29.34597139])"
12042,XCAL 113,"array([-15.43782427,  28.48811522])"
12043,QS 1,"array([-15.0929285 ,  29.25154551])"
12044,M/TU 100,"array([-13.84691195,  26.38258315])"
12045,NM 24,"array([-14.89455925,  25.728321  ])"
12046,NM 25,"array([-14.92201062,  25.47508045])"
12047,ST2 13,"array([-12.36586319,  24.36855756])"
12048,ST2 14,"array([-12.63782115,  24.3767481 ])"
12049,ST2 15,"array([-13.21717591,  23.21568608])"
12050,ST2 16,"array([-13.63031727,  22.99443533])"
12051,ST2 17,"array([-13.54345466,  23.11043235])"
12052,C&D3 3,"array([-13.16610798,  23.11458624])"
12053,C&D3 5,"array([-12.95981785,  22.85630263])"
12054,C&D3 6,"array([-12.44844457,  23.29172449])"
12055,C&D3 7,"array([-12.30366749,  23.22823361])"
12056,C&D3 8,"array([-12.80182558,  26.02200951])"
12057,C&D3 9,"array([-12.27331692,  27.34932848])"
12058,C&D3 12,"array([-12.69871742,  24.71702891])"
12059,C&D3 13,"array([-12.76203896,  24.89161155])"
12060,M/CP 115/4,"array([-13.50729668,  22.6995859 ])"
12061,AF 11,"array([-17.08773282,  29.47235923])"
12062,AF 16,"array([-14.67219295,  28.7655632 ])"
12063,AF 51,"array([-16.91135158,  29.36468684])"
12064,AF@ 2,"array([-17.11851721,  29.74766064])"
12065,AF 53,"array([-16.51432081,  28.5160846 ])"
12066,AF 54,"array([-16.92700045,  29.795552  ])"
12067,AF 55,"array([-16.96505278,  29.71018446])"
12068,AF 56,"array([-16.82447529,  29.72523043])"
12069,AF 57,"array([-16.89535165,  29.65108683])"
12070,AF 58,"array([-16.99031669,  29.58067018])"
12071,AF 59,"array([-16.81552545,  29.22100244])"
12072,AF 60,"array([-16.97525063,  29.25214346])"
12073,AF 62,"array([-15.37991274,  28.28617757])"
12074,AF 63,"array([-17.76950828,  30.05179658])"
12075,AF 65,"array([-16.8568691 ,  29.44477137])"
12076,AF 66,"array([-17.48692877,  29.50532166])"
12077,AF 67,"array([-14.52463111,  28.63097131])"
12078,AF 68,"array([-16.52398704,  29.40678737])"
12079,AF 69,"array([-17.29675928,  29.52414686])"
12080,AF 70,"array([-14.54123518,  28.70875872])"
12081,AF 71,"array([-16.4320208 ,  29.37010633])"
12082,AF 72,"array([-16.39863327,  29.73836136])"
12083,AF 73,"array([-16.48672417,  29.80101793])"
12084,AF 74,"array([-16.50193781,  29.70520339])"
12085,AF 75,"array([-16.4728779 ,  29.28545202])"
12086,AF 77,"array([-13.66881666,  27.18798283])"
12087,AF 78,"array([-12.98988784,  28.94718097])"
12088,AF 83,"array([-16.81092554,  29.99986373])"
12089,A 320,"array([-13.37857015,  29.70474647])"
12090,A 321,"array([-13.40006666,  29.56916127])"
12091,A 322,"array([-13.33035842,  29.66383498])"
12092,A 323,"array([-13.29633598,  29.53287429])"
12093,A 324,"array([-13.32740274,  29.74987119])"
12094,AF 96,"array([-16.24376466,  29.09821777])"
12095,AF 97,"array([-15.69810205,  29.97601167])"
12096,AF 101,"array([-13.66224188,  29.45546444])"
12097,AF 103,"array([-14.70326196,  29.21665838])"
12098,AF2 1,"array([-17.78791226,  29.80986054])"
12099,FF 361,"array([-15.13691639,  30.84471755])"
12100,CB 14,"array([-19.76801788,  29.73292882])"
12101,CB 9,"array([-18.13994227,  28.18761671])"
12102,CB 10,"array([-18.17274371,  28.29375191])"
12103,CB 11,"array([-19.29420693,  29.16971777])"
12104,CB 12,"array([-18.03546968,  28.37148646])"
12105,CB 15,"array([-14.35188246,  28.35076636])"
12106,CB 18,"array([-14.06168522,  28.0721414 ])"
12107,CB 20,"array([-14.12962514,  28.20646324])"
12108,XCAL@ 2,"array([-17.19979402,  27.92823709])"
12109,XCAL 21,"array([-17.42009354,  28.41272951])"
12110,XCAL 27,"array([-17.51723929,  28.39812843])"
12111,XCAL 55,"array([-16.97643799,  28.23910469])"
12112,ASS 1,"array([-11.15446953,  21.03785793])"
12113,SCARSPI 1,"array([-10.84899496,  21.20920086])"
12114,ASS 2,"array([-11.13980781,  21.35013325])"
12115,SSCARSPI 2,"array([-10.99093709,  20.84291346])"
12116,T2 1,"array([-12.76132063,  31.55949707])"
12117,P:P,"array([-6.89410036, 24.60216761])"
12118,M/FAN2 5,"array([-16.7643194 ,  23.86606273])"
12119,SS3 142,"array([-14.16266375,  33.53063439])"
12120,INV 2,"array([-10.72405273,  32.33935243])"
12121,S-M 29,"array([-11.48805215,  22.44896126])"
12122,S-M 30,"array([-11.75800337,  21.96619019])"
12123,S-M 31,"array([-11.54184301,  21.88659543])"
12124,BFF:S 1,"array([-10.63126729,  32.56035815])"
12125,BFF:S 2,"array([-9.12458129, 30.59210629])"
12126,BFF:S 3,"array([-9.10116176, 30.49995198])"
12127,M-T3 2,"array([-7.99984997, 32.92169785])"
12128,AT 12,"array([-11.52674288,  29.45889552])"
12129,MU 5,"array([-8.41935469, 34.17468674])"
12130,M-T3 4,"array([-8.1889551 , 33.48252136])"
12131,M-T3 1,"array([-7.95810445, 32.71572401])"
12132,M-T3 3,"array([-8.37653575, 33.63404322])"
12133,M-T3 5,"array([-9.1107857 , 34.03475605])"
12134,M-T3 6,"array([-9.59920228, 33.8457608 ])"
12135,ST5 1,"array([-9.22917305, 34.00358876])"
12136,ST5 2,"array([-8.2670242 , 34.10755219])"
12137,PPSM '99,"array([-8.83271243, 28.10996901])"
12138,M/CP 69,"array([-12.48762017,  24.28600755])"
12139,M/CP 67,"array([-12.48960217,  24.18877308])"
12140,M/CP 68,"array([-12.26756627,  24.59406031])"
12141,M/CP 70,"array([-11.35915697,  24.32248605])"
12142,M/CP 71,"array([-11.89614759,  24.8056198 ])"
12143,AF2 16,"array([-15.57565682,  29.7117908 ])"
12144,AF2 14,"array([-17.72532966,  29.73200899])"
12145,ROM@ 2,"array([-18.84141647,  32.42202166])"
12146,DOOM2 3,"array([-7.73730149, 29.97919094])"
12147,PM&IF 113,"array([-10.44152525,  27.62170497])"
12148,PUN2 58,"array([-8.06747149, 22.13257361])"
12149,PUN2 59,"array([-8.0910613 , 21.98147594])"
12150,PUN2 60,"array([-8.19137494, 23.14454945])"
12151,PUN2 62,"array([-8.27301992, 22.9880562 ])"
12152,ROM 29,"array([-15.50254579,  30.83607469])"
12153,XF 138,"array([-16.6385841 ,  25.81792234])"
12154,MM '98,"array([-17.68482447,  26.22854971])"
12155,C2 '98,"array([-17.18256601,  27.3302467 ])"
12156,C2 33,"array([-16.38727718,  27.97755993])"
12157,C 1,"array([-17.40761803,  27.07770853])"
12158,C 2,"array([-17.10594123,  26.66061326])"
12159,C2 38,"array([-16.23109709,  28.57616243])"
12160,C2 47,"array([-16.21892824,  25.2803763 ])"
12161,W2 118,"array([-16.1623936 ,  25.82447273])"
12162,KPAOS 1,"array([-13.3865846 ,  27.17095173])"
12163,X 91,"array([-14.16517469,  27.39412009])"
12164,C2 93,"array([-17.93929221,  27.80224655])"
12165,SCARSPI 2,"array([-11.34894185,  21.25689903])"
12166,WOSS 3,"array([-13.01380192,  23.78336261])"
12167,PPTSS@ 8,"array([-15.29836963,  29.20855839])"
12168,PPTSS@ 8/2,"array([-18.18072262,  32.74938982])"
12169,M/CP 101/2,"array([-17.94067857,  32.42574823])"
12170,M/CP 102/2,"array([-18.01374461,  32.33880684])"
12171,M/CP 106/2,"array([-17.88478895,  31.98875347])"
12172,M/CP 107/2,"array([-17.77617245,  32.34871959])"
12173,M/CP 108/2,"array([-17.78527966,  32.23198971])"
12174,M/CP 109/2,"array([-17.89922537,  32.1809328 ])"
12175,NMSE 1,"array([-15.34482928,  28.71535727])"
12176,UX@ 9,"array([-15.6511526 ,  28.13412475])"
12177,NM 35,"array([-16.64627494,  27.05719317])"
12178,PP 20,"array([-14.24487108,  27.25399351])"
12179,NM 38,"array([-15.62257055,  27.59701994])"
12180,NM 41,"array([-16.15317421,  28.66458436])"
12181,NM 43,"array([-16.68899661,  26.51206947])"
12182,NM 45,"array([-16.78059886,  27.36016323])"
12183,NM 47,"array([-16.55610418,  27.42086825])"
12184,NM 52,"array([-16.62931693,  27.30430623])"
12185,NM@ 4/2,"array([-16.27376013,  27.26146416])"
12186,XCAL 8,"array([-15.72501185,  27.76934734])"
12187,DD 363,"array([-9.40157469, 24.12625763])"
12188,DD 364,"array([-9.27301393, 24.13441501])"
12189,XF 80,"array([-15.64731711,  25.36987956])"
12190,XF 81,"array([-15.83634569,  25.40498613])"
12191,FF 23,"array([-14.48245734,  30.22064799])"
12192,ST 122,"array([-15.312582  ,  30.50368675])"
12193,M/TIO 60,"array([-14.04885653,  29.83228051])"
12194,XM 63,"array([-26.21003326,  24.0743408 ])"
12195,XM 64,"array([-29.66982853,  23.23409562])"
12196,XM 65,"array([-29.75516507,  23.70898804])"
12197,XM 66,"array([-29.88823126,  23.43556606])"
12198,FW 15,"array([-9.47905257, 30.88751776])"
12199,FW 16,"array([-9.42421103, 31.02554102])"
12200,SM:PL,"array([-10.9682581 ,  23.04769142])"
12201,ASM 9,"array([-10.26831356,  23.79107172])"
12202,ASM 12,"array([-11.46211827,  23.52916575])"
12203,ASM 38,"array([-10.6418348 ,  23.37303818])"
12204,ASM 40,"array([-11.22043261,  23.40128514])"
12205,M/SH 14,"array([-11.29759244,  22.55368979])"
12206,ASM 54,"array([-10.58374418,  23.3780035 ])"
12207,ASM 57,"array([-11.73360686,  23.97802698])"
12208,ASM 67,"array([-10.345479  ,  23.43239764])"
12209,ASM 83,"array([-10.21234875,  23.38542334])"
12210,ASM 113,"array([-10.29306713,  23.60114449])"
12211,GSSM 1,"array([-11.73926974,  20.11214398])"
12212,T2 15,"array([-14.14160161,  32.48153566])"
12213,T2 18,"array([-13.38945811,  31.70173992])"
12214,T2 19,"array([-13.20501046,  31.73863814])"
12215,S-M 8,"array([-12.77656084,  24.15034012])"
12216,S-M 9,"array([-13.26135827,  24.00360915])"
12217,S-M 11,"array([-13.60928183,  23.95378918])"
12218,S-M 12,"array([-14.14485315,  25.35332532])"
12219,SUB-M 51,"array([-13.70347161,  30.38822256])"
12220,ST5 1/2,"array([-2.52461638, 26.38418731])"
12221,E 1,"array([-14.69336813,  33.83203395])"
12222,E 8,"array([-13.896677  ,  32.94403223])"
12223,E 9,"array([-14.73586239,  32.29906519])"
12224,E 13,"array([-14.2856079 ,  33.22611684])"
12225,T 286,"array([-14.44398358,  32.58841431])"
12226,TOTZ 2,"array([-3.51074584, 27.14270783])"
12227,ST 169,"array([-3.84190804, 28.03443328])"
12228,ST 170,"array([-3.82432698, 27.88513269])"
12229,ST 172,"array([-4.27045525, 28.1824362 ])"
12230,TOTZ 6/3,"array([-4.20550245, 28.30704484])"
12231,M/TU 24,"array([-7.13965304, 26.17976008])"
12232,TOTZ 10,"array([-4.04376288, 27.7553744 ])"
12233,TOD 34,"array([-4.08496958, 28.38918   ])"
12234,TOD 35,"array([-4.35118081, 28.41079471])"
12235,TOD 36,"array([-4.22337478, 28.47547654])"
12236,TOD 37,"array([-5.03710213, 28.26408089])"
12237,WBN 38,"array([-4.76206614, 27.69436833])"
12238,WBN 39,"array([-4.74585031, 27.53234126])"
12239,WBN 40,"array([-4.73699434, 27.86698973])"
12240,WBN 41,"array([-4.86612057, 27.81293891])"
12241,MK 21,"array([-5.89076564, 26.61920703])"
12242,MK3 6,"array([-6.0003906 , 26.37066965])"
12243,MK3 7,"array([-6.13131215, 26.34441358])"
12244,M/SH3 1/4,"array([-4.01472991, 28.05501277])"
12245,DD 311,"array([-7.1612434 , 25.40104585])"
12246,GR3 85,"array([-6.53807951, 26.93993254])"
12247,CA 201,"array([-8.07916059, 27.38580839])"
12248,CA 202,"array([-8.20074071, 27.36077373])"
12249,CA 203,"array([-7.925175  , 27.44246983])"
12250,CA 204,"array([-8.14932199, 27.73705606])"
12251,S-W 3,"array([-7.84599464, 26.00341842])"
12252,S-W 7,"array([-8.16883962, 26.38374205])"
12253,S-W 11,"array([-7.64629595, 26.33414979])"
12254,S-W 12,"array([-7.77528362, 26.05230004])"
12255,IM 187,"array([-8.10397719, 29.84855637])"
12256,IM 188,"array([-8.11683922, 29.62413995])"
12257,CA 330,"array([-9.09870036, 28.10935034])"
12258,CA 331,"array([-9.17965116, 28.07436077])"
12259,SOLOA 3/2,"array([-7.58089905, 27.60492791])"
12260,WCA2 40,"array([-9.19646335, 28.36727589])"
12261,PPTSS 159,"array([-10.47013572,  26.57011558])"
12262,WOSM 64,"array([-10.56589892,  25.9183959 ])"
12263,WOSM 65,"array([-10.50791467,  25.86556645])"
12264,M/CP 87/4,"array([-7.6654876 , 27.92105384])"
12265,AWC 76,"array([-9.27443983, 29.20344839])"
12266,AWC 77,"array([-9.19340095, 29.11944293])"
12267,AWC 78,"array([-9.23704828, 28.9763619 ])"
12268,AWC 79,"array([-9.1151022 , 29.29445885])"
12269,DHKF 7/2,"array([-7.54764069, 22.48239938])"
12270,DHKF 1/3,"array([-7.24243266, 22.52160747])"
12271,DHKF 3,"array([-7.36208112, 22.60046103])"
12272,DHKF 4/2,"array([-7.1252385 , 22.82107554])"
12273,DHKF@ 1,"array([-11.26859944,  22.11861266])"
12274,DHKF 6,"array([-7.23535745, 22.66311088])"
12275,DHKF 8/2,"array([-7.71629888, 23.61206703])"
12276,DHKF 9/2,"array([-8.67466801, 22.88695284])"
12277,DHKF 10/3,"array([-7.58401772, 22.64428094])"
12278,DHKF 11/2,"array([-7.34339359, 22.8619751 ])"
12279,DHKF 12/2,"array([-6.56021974, 22.10196286])"
12280,DHKF 14/2,"array([-7.46131337, 22.80380559])"
12281,DHKF 16/3,"array([-7.58647674, 22.77745963])"
12282,DHKF 17/2,"array([-7.50332006, 22.9180256 ])"
12283,DHKF 18/2,"array([-8.84052483, 23.67682933])"
12284,M/TU 40,"array([-10.07000168,  25.24495427])"
12285,DHKF 19/2,"array([-7.74798371, 24.62769819])"
12286,DHKF 32/2,"array([-9.56021313, 23.88250414])"
12287,PM&IF 65,"array([-9.54447322, 25.84666101])"
12288,PPTSS@ 10/2,"array([-8.0310303 , 23.30147366])"
12289,PPTSS@ 12/3,"array([-8.09989896, 22.4382034 ])"
12290,ASM 259,"array([-12.04330473,  24.96599629])"
12291,ST 135,"array([-9.09538088, 27.95565773])"
12292,ST 137,"array([-8.15603047, 27.99626827])"
12293,ST 138,"array([-8.47953699, 28.41476078])"
12294,ST 139,"array([-8.58213702, 27.96711087])"
12295,ST 140,"array([-8.54141363, 28.46945372])"
12296,ST 141,"array([-8.59255572, 28.25408191])"
12297,ST 159,"array([-9.02628998, 28.51580113])"
12298,NFAOS 9,"array([-7.99455666, 27.08771608])"
12299,NFAOS 10,"array([-7.62012431, 27.51138782])"
12300,NFAOS 11,"array([-7.38810969, 27.02844711])"
12301,NFAOS 13,"array([-7.72807039, 27.84605305])"
12302,NFAOS 15,"array([-7.30801497, 27.36196318])"
12303,S-W 13,"array([-8.11917616, 26.52167103])"
12304,S-W 14,"array([-8.86245736, 26.10044335])"
12305,S-W 15,"array([-8.70593188, 26.58854268])"
12306,S-W 16,"array([-8.99393508, 25.90961685])"
12307,NFV.S 4,"array([-8.83314122, 27.41170116])"
12308,NFV.S 5,"array([-9.32488229, 27.8785252 ])"
12309,NFV.S 6,"array([-9.31539942, 27.96039096])"
12310,ASM 78,"array([-10.06480545,  23.32261628])"
12311,ASM 93,"array([-9.15609631, 23.07304158])"
12312,PPTSS@ 9/2,"array([-11.95214409,  26.09699374])"
12313,ASM@ 25/3,"array([-8.3622723 , 23.04656222])"
12314,ASM 365/4,"array([-8.32204418, 22.64520564])"
12315,SENSM 16,"array([-10.73127072,  23.31379649])"
12316,SENSM 18,"array([-11.17955761,  23.57615589])"
12317,SENSM 28,"array([-11.26616528,  26.47617523])"
12318,GR3 32,"array([-6.61673469, 26.8826215 ])"
12319,DPOOL3 28,"array([-13.68585417,  23.41595998])"
12320,DPOOL3 30,"array([-15.65855843,  22.66016092])"
12321,DPOOL3 31,"array([-15.4904283 ,  23.07169912])"
12322,DPOOL3 32,"array([-15.86351361,  22.74506577])"
12323,INV 1,"array([-9.85987618, 32.33986984])"
12324,HMAG 12,"array([-10.432244  ,  34.96825015])"
12325,HMAG 11,"array([-10.48369763,  35.23234495])"
12326,FF 186,"array([-11.61974833,  30.81326456])"
12327,FF 223,"array([-11.11013704,  30.93954433])"
12328,V&SW2 3,"array([-10.77791591,  31.41745937])"
12329,V&SW2 5,"array([-10.96534583,  31.41569519])"
12330,WLOCK 6,"array([-14.62985317,  33.19389706])"
12331,WLOCK 7,"array([-13.91844191,  33.16140734])"
12332,FF 176,"array([-12.89000628,  28.21359674])"
12333,FF 177,"array([-12.43202143,  28.4443558 ])"
12334,FF 178,"array([-12.57973302,  28.48341223])"
12335,MX 24,"array([-19.73449674,  24.35306792])"
12336,H 3,"array([-10.9607939 ,  29.89269687])"
12337,ASM 16,"array([-10.62716481,  26.150039  ])"
12338,A 22,"array([-11.63974981,  28.66965891])"
12339,HTD 27,"array([-12.08832483,  29.29323853])"
12340,GR2 72,"array([-10.72420899,  27.09759023])"
12341,GR2 73,"array([-10.69949452,  26.96326365])"
12342,H2 292,"array([-11.93067158,  27.93244178])"
12343,S-H2 1,"array([-10.72021157,  28.21197538])"
12344,PP 59,"array([-12.6937844 ,  27.42119052])"
12345,MGK2 3,"array([-14.31487512,  31.08397335])"
12346,WOSM 115,"array([-10.42474756,  22.37551977])"
12347,WOSM 116,"array([-10.39636121,  22.59445506])"
12348,DHOLD 1,"array([-6.6876221 , 27.36057351])"
12349,DHOLD 2,"array([-6.62921125, 28.92137221])"
12350,DHOLD 3,"array([-9.74851883, 28.07385846])"
